,x,y,thickness,snr,mask,smb,surf_temp,base_temp,vx,vy,v,snr_pred,snr_pred_std
754,740500,361000,2953.8188,,2,25.362188,236.72129322682008,268.2709655761719,-0.39827532,1.2762244,1.3369262,80.09288194282216,14.376097666409983
4130,1910500,466000,1517.7429,,2,101.493744,254.688966673836,272.03448486328125,10.426171,31.431326,33.115456,61.305434580360995,14.720157047729177
6023,5500,1516000,2634.7139,,2,55.668804,244.3787714555157,270.9486389160156,-3.539157,-1.7468421,3.946782,77.63037029845968,14.604678252137843
2862,-149500,-574000,789.95374,,3,119.17037,260.7358639655035,271.9618835449219,254.73196,-213.30632,332.24683,32.05411100942048,14.45298745827604
3622,-614500,16000,1598.0334,,2,126.56535,251.46664360227652,269.3604431152344,1.3211356,2.4724915,2.8033218,60.99845725846096,14.509818300745579
5986,2005500,1161000,1315.896,,2,201.77129,253.05988398992258,271.889404296875,27.293818,-7.4099574,28.281796,57.46857277148373,14.448203248301233
6447,1025500,-604000,3086.7207,,2,22.885002,239.4037368725284,270.53741455078125,-4.6744785,-2.863568,5.4818583,83.77759167065155,14.246359833345402
4474,1425500,1261000,2332.107,,2,56.271175,243.2664990737219,268.92724609375,-0.97368205,3.3551016,3.4935317,71.0063354479975,14.579310986295427
7777,1090500,-254000,2526.2673,,2,20.665838,237.95014983794167,262.2515869140625,-1.7403334,-1.5078262,2.3026724,66.40280714737045,14.469274575640705
8780,640500,1231000,2468.2698,,2,32.843292,239.0743438474357,264.1954650878906,-1.4796692,0.0635822,1.4810346,68.50318111821602,14.667914694244521
7759,2090500,321000,1843.8834,,2,150.16365,250.08605718406164,271.3751220703125,6.774421,2.5307975,7.231716,66.31427084870043,14.637240028849336
4874,-1544500,16000,1927.4823,,2,487.42407,256.46319904565763,271.3889465332031,-7.3960915,-10.984234,13.242188,65.94423070893932,14.202567879006708
385,-2234500,1136000,271.64743,,3,415.37418,269.3166490356283,271.42047119140625,282.21466,305.97858,416.25473,23.201197535191113,14.755051087709482
5084,20500,-1214000,298.81155,,3,123.10932,264.8033065799391,271.20001220703125,-145.70679,-918.9113,930.3916,23.60478964941207,14.400298335143486
3544,1380500,1411000,2506.282,,2,85.41207,248.20220776793195,270.9924011230469,4.59729,10.544964,11.503535,75.40516574916767,14.835472438113657
5631,1985500,-24000,2924.014,,2,108.030556,243.63111508974697,270.4378967285156,1.0183995,-0.86446786,1.3358301,81.91387402974263,14.598105994159317
9937,-299500,-364000,592.23413,,2,266.48587,246.83416228275232,266.4765930175781,-4.3637915,5.9556594,7.3832617,41.523118147960815,14.46679958520097
1232,765500,-29000,2698.2917,,2,24.833817,238.50969220818146,267.56048583984375,-3.4626272,-4.4053097,5.6032615,73.82507310958182,14.349039979924015
9143,1160500,-84000,2894.4395,,2,22.957575,235.5137252365917,265.7276916503906,-0.8563107,-1.9013278,2.0852616,75.79272166131092,14.734931520936065
6058,-869500,-1054000,1726.1943,,2,219.01396,257.4230449018562,271.8175048828125,23.866127,-5.8580875,24.574564,63.685555192611695,14.513273438787108
7630,1585500,946000,1838.7708,,2,101.998474,248.59004773402233,265.36505126953125,14.095394,-26.606642,30.109692,58.24126490744266,14.6362153772953
2422,1325500,-1479000,2893.9927,,2,85.78524,244.65258182678554,267.7756042480469,-0.59924436,-5.8527374,5.8833346,77.27701494581757,14.433624444719666
3752,-109500,871000,2464.455,,2,66.18569,248.0606964988674,270.7982177734375,-45.2238,35.927147,57.7577,73.22245554050436,14.510466082296228
1469,-1844500,-24000,330.64285,,3,758.41156,265.3469792509676,270.8689270019531,-181.94357,89.74932,202.87535,22.76516642020062,14.643381312062763
519,-1919500,536000,526.13257,,2,1006.3703,267.732930467509,269.93798828125,21.69463,29.690548,36.772076,41.20616383597457,14.746370147372106
266,2215500,-199000,2098.7725,,2,134.20227,250.0011349399896,267.6943664550781,1.7425545,-0.6767223,1.8693446,66.39292486070073,14.704109532106369
2392,-2069500,1116000,122.01447,,3,396.55014,268.5610965268374,271.2419738769531,303.9788,256.86484,397.97318,20.54898298555619,14.280849584346996
5975,1500500,-1744000,2444.7268,,2,179.46802,250.604415749519,269.542236328125,1.3028027,-7.9414773,8.04763,72.65082713922052,14.710033091499804
1462,775500,-679000,2627.2637,,2,17.25629,242.53239001215792,270.8866882324219,-9.691238,-8.529208,12.909977,76.71192132301911,14.283036502551084
5302,1970500,-379000,2913.8774,,2,102.61997,242.70231191346898,269.21087646484375,3.2394345,-3.6951606,4.9140763,79.58121023180449,14.515483248872636
1586,1780500,-799000,3540.8015,,2,80.68078,244.28726909225844,270.3111267089844,2.1162462,-3.097896,3.7517273,90.18616346669111,14.299475886863737
9511,180500,1076000,2581.6377,,2,38.38936,244.17935513762168,270.886962890625,-5.9775867,0.23329194,5.9821377,76.93583900447587,14.799551655049038
3413,-1124500,-459000,3326.1423,,2,318.4807,254.05766229789452,270.8674011230469,-18.576687,7.364424,19.983194,85.89513587221158,14.304953591095611
1527,2280500,-4000,2184.3225,,2,183.85759,252.28041081256438,271.37738037109375,12.601659,-0.39280945,12.6077795,70.49575672856105,14.55524289277798
1782,-1149500,-1044000,271.78534,,2,966.1606,254.6035025375958,261.1557922363281,-14.99069,7.363473,16.701542,27.81892762633305,14.423673357864729
7932,-899500,381000,959.5373,,3,121.92451,260.4864387418023,271.9361572265625,-6.345844,2.568628,6.84599,37.7816534309633,14.605501486939122
3660,1885500,316000,2173.0667,,2,89.072044,247.07453016592814,271.04547119140625,3.685465,8.993402,9.719255,70.1059117130597,14.493351577468001
3346,-129500,1656000,2476.763,75.682,2,58.354652,244.90425203232638,270.7870788574219,0.26586357,-3.9027617,3.9118068,75.38775382133315,14.512274443146705
7269,1565500,-714000,3989.215,,2,42.825428,239.3250076818071,269.76239013671875,4.5821524,0.57547575,4.6181483,96.06924609676027,14.475222996858818
8759,640500,1336000,2583.5122,,2,37.218506,239.56754313365565,268.7785949707031,-0.6860053,-0.2727228,0.73822826,75.84049656700341,14.465749855130337
8354,2130500,1121000,599.47437,,2,255.40117,261.73526794997997,265.8427429199219,8.403728,3.4637442,9.089563,41.614778270669056,14.37429803198819
9623,185500,1016000,2552.5933,,2,34.505104,245.61985934700502,270.93389892578125,-5.4322023,-1.7315168,5.7014885,76.45031062131113,14.263774531283246
1576,780500,-1249000,3117.2573,,2,34.20493,242.75363684311333,270.6004943847656,-1.9939498,-1.9125866,2.7629375,85.33615190121957,14.501068927142784
2911,2350500,76000,1964.0277,,2,268.6372,253.42179054510672,271.89923095703125,49.105907,11.042602,50.332188,66.56134884590854,14.471422806744762
1249,1765500,741000,1553.4338,,3,6.777445,259.2040896323636,272.08624267578125,487.05908,20.565601,487.49307,43.773582774923845,14.642981255053606
4281,985500,1661000,1505.5769,,2,101.45221,255.74488227013808,269.228515625,9.453105,16.181799,18.740646,58.25130612981003,14.523137524698413
1501,-219500,1901000,635.6965,,2,114.212105,255.00976683740464,260.3680114746094,-0.70111233,-0.6125361,0.9309989,37.17198681592723,14.360962371623431
925,-749500,-494000,1971.125,81.641,2,72.52039,260.5174814217229,271.4951477050781,54.806168,-19.398666,58.137978,66.81973378367967,14.32246517902896
8343,2130500,1506000,794.10986,,2,619.7,266.842291982505,266.35089111328125,20.637442,-4.7017345,21.166254,42.868804537741916,14.340541733603684
6468,1155500,1731000,1264.6537,,2,110.38583,258.05218170912497,272.0539245605469,0.3063339,0.18562016,0.35818332,61.11977299104725,14.236979031762981
4132,-84500,-634000,667.50775,,3,137.24875,263.5956611765438,271.3761901855469,281.78656,-208.60573,350.59952,29.700085806190046,14.422083183290223
293,715500,666000,2858.553,,2,24.579496,238.193536834626,267.5816650390625,-1.2063282,0.54153484,1.3223039,77.58002248100212,14.343777267498773
2771,-649500,986000,901.25916,,2,128.897,261.3593496115897,271.0667724609375,2.6529207,-1.7556283,3.181229,52.437965106554906,14.539776057912377
8371,1120500,276000,2220.8,,2,40.106876,239.46195157402548,258.09149169921875,0.82822514,3.1008148,3.2095184,56.346799920580494,14.461927512583179
4191,910500,-1324000,3248.9312,,2,38.205555,242.91465623023268,270.34649658203125,-4.3106337,-3.6155624,5.626176,85.83649040890872,14.633690423626671
4222,-1364500,-479000,2272.6238,76.002,2,514.97046,257.15264070992936,271.236572265625,-183.6478,21.894066,184.94827,68.50216764381372,14.536576708215188
1859,295500,-164000,3281.6611,,2,40.601124,240.07769590342323,270.2746887207031,1.9549211,3.3230987,3.8554769,86.50604736490263,14.463337778014868
5263,-1909500,656000,793.5141,,2,643.88873,266.3847027530518,271.4360656738281,11.856092,-6.5706496,13.555086,49.460071800557614,14.667264190674182
9109,1660500,586000,1642.0802,,2,46.827904,255.49677307027383,271.7276916503906,0.8244215,27.520247,27.532593,63.124654991358575,14.267115937759277
5399,40500,-954000,339.28946,,3,82.177086,264.1411143504107,271.20001220703125,-16.488178,-545.91907,546.168,24.589881948116343,14.16030060277642
357,720500,-654000,2378.7642,,2,17.802137,242.72925169554478,270.9658203125,-9.124986,-7.3832173,11.737856,73.47846068982717,14.707590991647589
1212,-1804500,341000,40.708282,,2,1113.4177,266.834937731651,267.70709228515625,6.003568,80.36481,80.588745,31.452684549524992,14.378269127724778
7703,90500,616000,2308.0386,,2,42.134434,243.09038411906005,269.66998291015625,-1.5960444,4.1443405,4.441049,71.63006913245398,14.29208146451457
9570,-819500,191000,1656.304,,2,123.26084,259.3665798696538,271.66461181640625,-33.997883,80.84007,87.6982,62.02510092168083,14.508768369054582
2873,880500,1781000,1152.7488,,2,219.37392,256.978848150274,269.334716796875,3.1857553,32.854427,33.008522,52.253024630319956,14.30527240762534
2525,1330500,1006000,2731.4265,,2,59.03434,243.23158573545703,267.0511169433594,1.7124977,-3.2175736,3.6449182,74.86013851807202,14.6949041117426
8827,-354500,-139000,2195.582,,2,124.84206,247.2161188481595,271.140869140625,7.3053665,2.446553,7.704155,71.50285335119752,14.580135055955799
3983,1400500,216000,2874.6035,,2,54.92764,242.66987579654446,270.20269775390625,-0.07093613,6.851682,6.8520494,80.02278658225283,14.58249202625938
7026,1055500,1001000,3141.2576,,2,33.847816,237.89139324427646,268.7906188964844,1.139833,-1.0109689,1.5235739,83.2276291051466,14.509291856618972
7945,115500,-414000,1251.6235,,2,29.854797,246.16817680804655,267.35870361328125,4.587658,-4.0049996,6.089879,52.705094498660145,14.576032757479789
4007,-39500,-1279000,265.08206,,3,139.09888,,271.3099060058594,-206.03957,-1004.83093,1025.7375,,
1457,280500,-469000,2105.1682,,2,20.137054,244.37319770750005,270.9278869628906,-3.433693,-2.0685022,4.0086093,69.65250499185962,14.280141997272786
7363,-429500,-684000,810.51483,,2,59.549965,261.94350936889884,272.2130126953125,-1.0035857,0.8547533,1.3182517,53.853553143610654,14.379825824599184
2102,1310500,-879000,3233.9612,63.019,2,28.625555,237.85717662451367,268.1473693847656,-0.81446874,-1.186058,1.4387817,83.90923697399751,14.519869510349402
2287,1315500,-304000,2614.0435,,2,23.58587,236.81163439257412,263.79840087890625,0.015519308,-2.202499,2.2025535,69.57296925172822,14.580194504854868
5024,20500,-914000,353.4951,,3,80.36786,263.66099788939414,271.20001220703125,18.650272,-502.29898,502.6451,24.684879040581148,14.403277484652921
6850,1545500,381000,1702.062,,2,51.476963,248.8280158090247,271.14874267578125,-2.3029048,12.972523,13.175345,63.71303481271312,14.685188908262951
9314,1170500,1061000,3185.7725,,2,41.408276,239.46373207686378,270.4202880859375,1.8813065,-1.4169383,2.3552132,85.53335639352306,14.729802056422699
5918,10500,-409000,1100.9827,,2,28.526672,246.47612638591235,263.7353515625,0.98097914,-1.4666127,1.7644469,47.49227891963915,14.363686521400403
4543,470500,-1099000,1239.8728,,2,49.685436,251.92020734705176,258.3933410644531,-2.7176876,0.48909655,2.7613478,42.75476585670209,14.420107333553588
5098,-539500,426000,1519.2198,,2,106.25588,252.40465894541376,266.4817199707031,-5.3821015,0.36372456,5.3943777,55.98685919675478,14.721978797481393
4281,2415500,-274000,1237.894,,2,187.69211,254.14390056580356,269.1263732910156,0.5157066,0.023282766,0.5162319,55.98274425244286,14.369769969886004
8671,2150500,1146000,707.6438,,2,251.93074,261.157765725023,272.1174011230469,45.818806,19.509186,49.799313,48.5790560101993,14.144916634478772
298,-1774500,366000,275.73804,,3,986.5509,262.2831983451872,271.4023132324219,-608.18854,381.56058,717.9706,20.716211025251464,14.633550030830289
4637,935500,946000,2845.1887,,2,27.35623,236.525283088269,265.1915283203125,0.5285921,-0.7435316,0.91227674,75.315562056729,14.652834541174009
9447,2180500,446000,1442.8289,,2,237.2747,258.01541045485493,271.9595031738281,11.226467,16.191164,19.70247,59.82260028329214,14.281948828962118
3799,890500,-864000,2945.6055,,2,22.540024,242.36711290085995,270.6214904785156,-9.616158,-5.3942394,11.025802,81.38429471307862,14.612713120878716
3441,400500,-1219000,31.363249,,2,332.3664,250.84865429103903,255.6241455078125,6.8802295,13.194599,14.8806925,20.280939141721376,14.740654447111671
2509,1330500,86000,3141.3079,,2,48.10299,238.44977441701303,270.2467041015625,0.8584958,1.8248253,2.016681,84.94618679369941,14.14948965609073
8372,1625500,1061000,2604.6387,,2,77.73854,245.64664430274698,270.84442138671875,0.37327307,-4.8290753,4.8434806,77.20342327550966,14.449064737660459
237,1215500,-1554000,2578.1165,,2,77.61498,246.34266608620382,270.9103698730469,-1.4778979,-4.1881137,4.441225,76.62353751256349,14.657400167561894
336,-2484500,1456000,6.982544,,2,-0.0015597332,266.7411903865541,268.60723876953125,-82.64738,113.146515,140.11682,34.77462289008069,14.389393413947069
196,1710500,-349000,3227.7634,,2,56.46628,239.56893657065956,267.718017578125,2.2665215,-1.6411138,2.7982805,83.05814014397019,14.438177027832356
4446,-74500,401000,2248.9495,,2,40.920406,244.67588319001771,267.6248779296875,-6.435756,-1.503081,6.608949,67.97239780433782,14.424487821056864
981,815500,-1929000,2279.6497,,2,195.26865,253.97428831716002,271.5043029785156,3.3785326,-4.046986,5.271867,72.96577976270193,14.345897073029448
2910,1350500,81000,3406.2717,,2,48.10299,237.7959428095081,270.1977844238281,0.4562921,2.2969198,2.3418033,88.33460702114473,14.33434795641524
5577,1480500,1246000,2360.5425,,2,57.602795,244.7287563829997,267.38397216796875,-0.11299569,1.6716727,1.6754873,69.70891710291305,14.490334939833343
5891,-999500,586000,567.5262,,3,131.54912,261.6810013199941,271.20001220703125,-319.2121,326.4628,456.58987,27.738901289524108,14.571021582519446
9417,1175500,-1454000,2531.9163,,2,53.627674,244.37776508434618,269.4386291503906,-1.0585063,-3.5243785,3.679902,74.3655782749826,14.350205613928951
5186,1960500,-1299000,2202.3472,,2,242.85217,252.33235504754379,271.22174072265625,15.551005,-2.8209414,15.804793,70.34761321906379,14.301390946504105
4032,-894500,761000,804.5443,,2,119.57232,262.11126370153704,271.20001220703125,-3.4057097,-9.740324,10.318564,50.37219460105809,14.678733158539234
4030,-94500,1481000,2768.5688,,2,60.769127,245.4075924434082,270.82177734375,-2.6013134,-2.5010235,3.608594,79.78442865202041,14.681711092362768
9452,-319500,551000,859.57275,,2,94.79122,250.91182343521663,265.9684143066406,1.3795724,2.2498758,2.6391592,46.22173483035901,14.74235089465366
2315,-2074500,1066000,20.701582,,3,387.4467,268.0195914244817,271.20001220703125,46.043777,298.95023,302.47522,19.291990933159994,14.51090175775636
579,1730500,-1264000,2656.3936,,2,145.77345,248.38157407560288,265.699951171875,0.7325127,-2.106514,2.2302413,72.38628751132032,14.419681326148027
5261,695500,-1684000,2571.825,,2,82.2807,247.88597498120947,270.92596435546875,-2.4501424,1.2550797,2.7528934,77.74370351441675,14.566354110122441
6307,-979500,-439000,3100.663,,2,153.29544,255.0028770655519,270.4655456542969,18.43625,-1.776179,18.521612,82.94853079399947,14.611514461873496
4314,420500,1061000,3013.8997,,2,32.758797,241.81608597897744,270.5101623535156,-5.369135,-0.7233025,5.417636,82.3320782380934,14.333401574036193
2757,340500,346000,3658.999,,2,33.932316,241.36345119220482,270.31329345703125,-0.6649969,2.5806053,2.6649098,92.65207145908475,14.700575699933172
244,-284500,411000,1853.8593,,2,64.246735,249.35976685235306,267.3371887207031,1.96864,-3.9423494,4.4065475,62.08796030710974,14.448830338867332
2340,1820500,-1569000,2225.075,,2,439.79883,257.0249089845702,271.4969177246094,42.937244,-28.44613,51.505238,69.57923955025713,14.489760253665917
658,-689500,1206000,889.31287,,2,211.28162,261.42747319844796,264.74468994140625,-4.1614704,2.3919058,4.799901,44.627586286201044,14.46382242233419
4527,1430500,1496000,1891.9745,,2,121.17903,251.29974081447395,271.55523681640625,-1.6224163,22.53288,22.591213,66.42170339526851,14.430167693258783
738,-759500,441000,1063.4822,,3,105.9031,260.3081562184677,271.3186340332031,-140.43971,201.26587,245.42058,35.348924368659794,14.769943077034979
5098,-44500,641000,2298.2202,,2,53.237667,245.58463635607262,266.3846435546875,-2.8972404,5.3635454,6.096033,66.81091391329477,14.546699874359708
987,-739500,906000,745.12244,,3,170.36969,263.39020663163285,271.20001220703125,-599.93536,518.8709,793.18945,29.99459104326899,14.611479147059693
1634,785500,-1539000,2409.027,,2,54.604446,246.4491091906698,270.96783447265625,-1.9748139,-1.3031561,2.366032,74.75966986166239,14.410791598792043
7501,580500,126000,3211.4792,,2,28.100473,239.60222423241981,269.89996337890625,-6.4984527,-2.584274,6.9934516,84.48381671757886,14.380585446567848
3361,1870500,311000,2188.5352,,2,89.072044,246.4016549193697,271.02886962890625,2.3192315,7.5609355,7.9086394,70.45442331308969,14.124764707665841
4674,2440500,-584000,1515.7334,,2,151.74835,257.9907156546189,270.42681884765625,0.6169622,0.1787378,0.64233136,61.98145594876169,14.56365135184351
613,1250500,1671000,1568.2666,,2,65.360214,255.8157927310041,270.6293640136719,1.2335567,-0.0009589664,1.2335571,62.850813909945735,14.414281647812562
1219,1765500,36000,2828.0386,,2,62.616184,240.78525224874593,270.5365295410156,-0.42271152,3.7227843,3.7467062,80.12433469143862,14.68388538821789
1597,780500,1146000,3098.4353,,2,29.21026,237.94612435326366,268.7762145996094,-0.04943342,-0.2987015,0.30276433,83.56996271914153,14.566215691531468
6096,510500,1776000,1758.4673,,2,121.72467,246.7671224802305,271.6595764160156,5.7030025,5.2912264,7.779545,65.38886016562623,14.17311231388463
100,710500,2036000,337.85815,,2,434.61688,267.5191153005745,270.118408203125,18.723696,-4.808283,19.331228,41.11863728812799,14.550668282563034
7399,1570500,1136000,2922.871,,2,73.84934,243.61145214535836,270.6062316894531,1.2122419,-0.6779569,1.3889406,82.38267944607959,14.44584102021854
7442,580500,-724000,2578.361,,2,21.13767,245.23163231508016,270.8133544921875,-12.031605,-11.865466,16.89819,75.56434047848835,14.409701774869088
6572,570500,-1324000,1547.1191,,2,21.599436,247.1999394962807,262.9776916503906,-1.0115818,-1.2400798,1.6003423,53.03396495073348,14.794554401347376
7041,1555500,-1574000,4373.7285,,2,191.3264,247.09210295481088,269.3991394042969,3.1991527,-10.142985,10.635541,100.68430498552824,14.339344422424604
1568,-219500,-794000,456.95227,,3,65.18939,263.1604443523202,271.20001220703125,90.63903,-158.59303,182.66687,27.54316998984276,14.323058801370337
5080,-1324500,-769000,1965.9628,,2,526.12256,255.95111094671793,271.76318359375,-16.599436,2.517697,16.789284,66.46449758143692,14.718402997708106
1646,2340500,-1009000,1066.633,,2,997.72864,260.67006277365186,265.9761047363281,16.335604,21.932583,27.34758,44.73979502247186,14.419373507942202
4797,-474500,1621000,791.3264,,2,450.9224,260.6952994660561,270.8138122558594,-6.855978,16.374126,17.75152,48.674690097872656,14.459444292012671
1254,-209500,-1034000,426.5508,,3,97.746605,264.09288594744174,271.20001220703125,199.01776,-549.36646,584.3043,25.862107664470717,14.551896214999417
178,725500,-2024000,12.695831,,2,399.3799,263.51824800965954,266.8365173339844,8.819452,-33.846245,34.976433,32.51375869419546,14.722230936130368
3468,2485500,176000,1142.3894,,2,388.4222,266.535116536308,272.0363464355469,136.88799,-3.0879786,136.9228,53.97785526409942,14.47067326751744
8215,2120500,1251000,899.4151,,2,142.92476,259.46984903427744,272.1885070800781,79.95017,44.267677,91.387405,51.59268403446424,14.605446405437894
8013,105500,-169000,2867.3962,,2,54.546875,240.6499340330321,269.5987854003906,-1.0660344,1.836551,2.1235228,80.31017452804181,14.562555956198992
2863,845500,816000,3510.1477,,2,25.266998,236.4700875002805,270.1042785644531,1.2639378,1.237037,1.7685585,89.93848340161163,14.349073350495765
489,2235500,351000,1662.174,,2,132.20041,257.4666285148121,271.6295166015625,6.3211417,9.354466,11.289946,63.83020912729006,14.606559868578305
2185,1310500,706000,2130.3447,,2,74.86929,247.64351694252787,269.7071228027344,15.123706,-3.7194116,15.574354,67.85858943493665,14.413987858540308
9359,670500,-164000,3190.5483,,2,28.806068,239.79165425178567,270.44610595703125,-3.953938,-4.4813943,5.9763303,85.06726471090022,14.413519500143217
6290,515500,181000,2850.785,,2,28.527695,239.5098703243268,267.82537841796875,-1.2560818,-2.59313,2.8813305,77.28203856655391,14.492305223309412
4260,1415500,831000,737.9937,,2,84.83745,249.59610925085084,264.2071228027344,7.9108663,-0.8794851,7.9596043,41.59805383401839,14.662374103573198
1386,1770500,-299000,3289.1707,,2,64.115974,239.15624697799927,269.01275634765625,1.1641966,-2.7831793,3.0168593,85.05037345500475,14.461559076663901
6899,2055500,1556000,97.88964,,2,393.8503,260.03968735571294,261.26458740234375,-0.7805021,-1.4059381,1.6080564,29.256612216162235,14.658978909801268
7932,1600500,-1029000,3185.01,,2,70.96222,240.86622642130686,267.931396484375,-0.011668642,-0.56625426,0.5663745,83.72496988311273,14.408680562152334
5197,465500,1821000,1565.3627,,2,122.816574,245.10459730822305,263.9282531738281,2.0606942,-0.38001987,2.0954416,53.97897910743272,14.309571012069636
1188,260500,1651000,2540.434,,2,60.445744,242.75750750145752,270.8030090332031,-1.5316782,0.4528189,1.597211,76.65832283089266,14.675452474488363
4718,1945500,1106000,1764.5702,,2,94.01058,248.4414144536044,268.860107421875,6.78107,3.184221,7.4914737,62.16733648584942,14.778373988231795
3685,1885500,191000,2587.0234,,2,87.13434,244.70708069627207,270.75445556640625,0.4502947,2.1292207,2.1763148,76.9323019669413,14.645459342991003
4865,1945500,-194000,3043.9246,,2,88.798805,242.47912975334157,269.09197998046875,3.277802,-3.02709,4.4617553,81.55614461266418,14.355732483455363
238,-284500,1441000,2385.7395,,2,100.972374,248.7874513095773,271.2236022949219,0.63558435,-1.4674367,1.5991678,75.40118364435834,14.629936451878871
4571,2435500,-509000,1729.2769,,2,253.07365,258.845821496023,271.88330078125,19.774248,4.540795,20.288906,64.32856241089581,14.898049467453497
3599,-1494500,656000,522.09686,,2,284.9582,256.16864194566284,265.1119689941406,4.24182,-1.6002373,4.5336294,39.469604479015004,14.532287671046836
4535,-1949500,996000,653.49243,,2,475.14902,260.93992507341056,268.21978759765625,-0.27861255,0.16880968,0.3257632,46.541381547198526,14.34204816249414
6360,90500,-1154000,326.60086,,3,103.64506,264.5273286399965,271.20001220703125,-163.9768,-782.6042,799.59845,24.14531662431999,14.380733552643942
1586,2280500,-299000,2464.6282,,2,227.3522,249.7942095449078,266.9986877441406,9.611536,-7.998789,12.504489,69.30754873725499,14.662756696932028
7826,2095500,1000,2770.5183,,2,125.1044,245.96550913714344,270.8280334472656,5.7236395,-1.026841,5.815019,78.97154105993353,14.841951402901794
3210,-964500,761000,540.21423,,3,150.4297,262.0407403065055,271.20001220703125,-269.9827,407.10065,488.4891,27.487312373490724,14.55899600500617
8502,-1359500,331000,794.36487,,3,422.01727,260.1314219584708,269.7177734375,91.01642,47.143753,102.50133,29.404352534836757,14.447174503841051
2751,-1654500,126000,2141.6826,,2,433.06537,257.15109244659163,271.4607849121094,0.77345634,-3.5555906,3.638744,70.63496870344623,14.361736006413983
6108,2510500,91000,1355.8749,,2,531.9561,264.8279239670083,271.9765625,327.00888,15.43182,327.3728,55.65398458796959,14.55598217165961
228,-719500,1236000,700.09076,,2,282.25912,261.42747319844796,267.86700439453125,-28.010233,3.0404234,28.174765,44.136728105992944,14.358396978914127
2499,1830500,621000,976.468,,2,27.378845,261.12618115293424,272.27276611328125,-2.0872328,13.23021,13.393842,54.685971185945995,14.456302118022986
8221,1615500,526000,1920.6614,,2,51.220387,254.46361694503585,271.5442810058594,6.30759,27.04915,27.774849,66.77210130949769,14.75348997148944
8321,1620500,-474000,3301.0012,,2,43.64327,238.82042866005514,270.1683654785156,2.7548037,-3.0987055,4.1461935,86.63366785172008,14.33650266777959
126,-789500,1000,2585.5308,,2,149.9268,252.17559338460305,271.3445739746094,6.3299036,12.868931,14.341446,76.1582921101936,14.251542984923441
6066,10500,2011000,636.24677,,2,250.55307,259.8216918777666,271.7516784667969,-19.888155,10.055263,22.285578,47.991150393479465,14.543810048744886
8962,165500,-804000,341.45493,,3,158.98628,262.51303803766666,271.20001220703125,79.58288,-224.35823,238.05472,24.7140412925412,14.699105459320966
5826,-504500,-499000,983.12714,,2,77.30248,261.54336070927377,271.6988525390625,137.02936,-142.76366,197.88509,52.41246272288827,14.31379811412701
1436,275500,951000,2410.1606,,2,31.960064,244.68424381204122,271.02960205078125,-8.59054,-2.5465355,8.960034,73.83764420664207,14.393375435800094
5801,995500,626000,3389.6758,,2,35.887505,238.92787813569058,270.2457275390625,1.4230933,1.5183474,2.081003,88.40381595221105,14.586168087648902
3835,-604500,411000,199.53093,,2,91.244934,257.08049163839314,259.0462951660156,-1.2448463,-0.17167348,1.2566282,28.889812715866995,14.539538286230368
2074,655500,-1934000,356.22766,,2,106.511635,261.35276949240466,271.90350341796875,-18.055828,-12.883284,22.180891,44.45513388707968,14.205764872511532
9628,1185500,991000,3114.3472,,2,43.757374,240.2551268819221,270.37347412109375,1.7919631,-1.7076437,2.475314,84.52817831473284,14.301710616809569
3723,-1109500,-519000,2276.7495,,2,232.8265,254.48924070327445,271.25128173828125,8.275723,1.1876369,8.360508,72.13769641576476,14.40359998134629
8031,2110500,1256000,737.0463,,2,281.4773,259.46984903427744,272.2310485839844,27.253405,-8.975812,28.693436,49.68563584760675,14.459322511197287
615,735500,1556000,2488.7222,,2,72.801445,244.07190566198625,269.7842712402344,0.69120055,0.14886113,0.70704865,75.58382813857634,14.280936263335589
9006,170500,-524000,771.3932,,2,33.084038,246.75078830201792,262.3371276855469,-8.478818,-1.1559379,8.557251,39.97634832066629,14.461033967753973
3497,-1404500,-849000,919.2904,,2,1139.9819,262.99965720470146,272.35797119140625,-38.35112,-17.04241,41.967274,49.52820029352417,14.298676972215683
8713,645500,-579000,2449.8562,,2,12.070014,242.87076296460927,270.9422912597656,-4.716143,-10.813484,11.797179,74.55957407447784,14.468404087005366
3580,-1119500,221000,527.33765,,2,184.1818,258.3562606286466,263.4897155761719,-1.0724995,-4.048085,4.18775,38.040800398995806,14.547847943082486
3788,1390500,191000,2776.134,,2,54.622334,242.05072528780374,269.5652160644531,1.1578711,5.6921215,5.8086925,77.68280263271005,14.450455524048344
70,1205500,1281000,2598.592,,2,54.105057,242.5673807635897,269.7136535644531,1.6844368,1.3184142,2.139052,76.11875882118596,14.502219938793868
5021,2460500,-599000,1231.2175,,2,216.65933,257.54024843651905,271.6661682128906,-2.9933672,-3.5465574,4.640939,57.96602486611325,14.305967099696947
4559,470500,-1179000,219.82437,,2,91.380844,246.62143090015425,254.56369018554688,-3.3950043,-0.87172985,3.5051343,23.08920766744529,14.675187961215007
5359,1470500,-164000,3140.611,,2,33.46685,236.43470968301435,269.4784851074219,-0.6700967,-1.3245597,1.484415,83.9471847004606,14.41242580384861
6399,2020500,-364000,2618.4607,,2,123.51701,245.22149119021833,268.4352111816406,4.653167,-4.178465,6.253921,73.89273614840855,14.534446345599065
7080,2065500,1006000,831.3428,,2,124.93211,255.79086569126736,268.4329833984375,6.0715294,0.642996,6.105482,48.10585480669819,14.806492443722417
